Date,sender,tot_transactions,out_degree,in_degree,total_amount,max_amount,min_amount
2022-1,io1n9t4ve4q48cqr8fvjm3453gtwu63n2avgld8gx,3488,6,2,6932165813000000000000,600000000000000000000,10000000000000000
2022-1,io15efgcwhq4f7lmfr0zghgfqrwzdjda0vahdhcse,27,7,4,29254252401471775700000,7000000000000000000000,10000000000000000
2022-1,io1yk672yw2m7m4dd0gdfxnncalk6lpcsreunty7e,43,6,0,733605409263145000000000,500000000000000000000000,10000000000000000
2022-1,io1gwl3duvuzrv4kdwlnhy7c0r5ssz8939hvrhr42,10,5,2,12304000000000000000,10000000000000000000,10000000000000000
2022-1,io17vz6gxguhp64thlf2h9ndncsfzgsws8l2u8lh4,14,5,2,5862357902000000000000,5000000000000000000000,10000000000000000
2022-1,io1n0520ta8cwqz9lc6yyhfxpg5j6whuntek9u5m8,1451,7,5,69968020276000000000000,18700000000000000000000,10000000000000000
2022-1,io14ytlzgj3v4hz9q0xhawmxel50fcxlmzw6cw72w,202,6,3,57669879661731318600000,16000000000000000000000,10000000000000000
2022-1,io18zpjldhaeqhpfzkfng8x4qhqqudsen4hgu8w2s,61,5,3,2517589239934579918000,420197000000000000000,10000000000000000
2022-1,io1vlwntgvx7jj94d0e3myhm9xdnrtskj94l88efr,88,5,7,209042266681000000000000,150000000000000000000000,10000000000000000
2022-1,io1kp5cxxutsapss0a9d2n4s0fe6wn0j2erp0phkw,575,5,3,2831662027704104170000,1000000000000000000000,10000000000000000
2022-1,io1u9qs53kfkzmsdz4ze4jujq5xsce858hwrfttnf,42,5,1,3593805531000000000000,1000000000000000000000,10000000000000000
2022-1,io1pr774gjrn8ecaug749288mrr3077eh54qfej9e,10,6,1,266476720000000000000000,100000000000000000000000,10000000000000000
2022-1,io1c8ghg2ampsxav8y7fn7px76ekx502kusdyqkfr,176,6,3,196733394538753798100000,19949000000000000000000,39145000000000000
2022-1,io187q2k2aufe4xhmu85geawh9u82vn7n6wnzpkzk,332,5,1,15080797348000000000000,11260000000000000000000,10000000000000000
2022-1,io1l0gzh25v4wc0s323ueyf6sdvduxj4y80yu2wd4,5137,118,5,146105784633951833800000,20000000000000000000000,10000000000000000
2022-1,io1s9vnxjhz7az50a0e9t509zrhxq8frkjkpnrw8a,9,5,1,656829455637835534000,620000000000000000000,10000000000000000
2022-1,io1pa3q7uvmayqd3k7y9wth9zehvcg6rs5rzd4p8y,238,5,7,18075863182116799880000,2500000000000000000000,10000000000000000
2022-1,io16yux2c8slgrsk6meaxtgaqvheutl8w9wpsdyj8,151,6,2,18295012511000000000000,18000000000000000000000,10000000000000000
2022-1,io1zzdwc22yjj29n7c4w3ytvfnxhwlwz6xp8xk6ff,307,7,2,55950146029726480800000,6000000000000000000000,10000000000000000
2022-1,io1y8pyq384ajq8cm6w64s624ynskw6xk09sd5n7u,109,8,1,382967251365000000000000,100000000000000000000000,10000000000000000
2022-1,io1p7xrw7wsm8xt8tsayy0afs8366n9kq6n5mnqu4,164,7,3,3522725248000000000000,1500000000000000000000,10000000000000000
2022-1,io1mmfu3jm5y8ldeemaua3t8ywtl7sg2t6cp8tgfn,83,5,1,793132941000000000000,220000000000000000000,10000000000000000
2022-1,io1ydymq3ekp4gpw80xrsfrhh9qjcjzk5r3ryzcl0,40,15,0,12400000000000000000,2300000000000000000,10000000000000000
2022-1,io1dtu8j4nnzxdvn2yla8tkt36pn96k6p86857fr7,36,11,11,16401088553000000000000,4000000000000000000000,10000000000000000
2022-1,io1nsdrq744zt3jyhjwguzek5xp4sx3g0ug6kzxy3,21,10,1,3402732150000000000000,1600000000000000000000,10000000000000000
2022-1,io1tqrk4wurpr9wx5nda07c5vvvwl462hhtwy9eyw,648,8,5,9713785048834610470502,1422000000000000000000,10000000000000000
2022-1,io1gn3c7xw4arlyc9relzjek7nqz86jp6ndtxgmv9,369,19,7,680725106364811435466,68648992852626432000,8054548971507939
2022-1,io17yz07lzpq43pj9a5ntw4j0agsu8zzm284e0yu0,453,5,5,4097840173142807810000,811000000000000000000,10000000000000000
2022-1,io1g23n58g2zd0u3urasngmw0a38qwrsmqfwagfmz,78,6,2,3339421403825336179000,750000000000000000000,17946000000000000
2022-1,io1vte40p503d7m2lu9wd8zpx5msm72y4jjrt7n3y,69,5,3,10055369077000000000000,9284683100000000000000,10000000000000000
2022-1,io15hrsszrdfhmya933k90xk393jvjj3d0xudtzr4,57,6,4,302951216429179015000,50000000000000000000,10000000000000000
2022-1,io16raquu6sl2cqjkm7d262fjk77dzucuxnqnf4q6,616,7,8,1033287705623821127560000,300000000000000000000000,10000000000000000
2022-1,io1kqtssrnmcuwt8vvm42cz39nu39l3cnfsh79q3f,29,10,3,6515272605754820990270,356195267565195230000,37113875796911861
2022-1,io1yrd5kezva8qyaqhw4klqwpa6dgs9d4yz8mxnun,158,6,9,10858222494000000000000,3900000000000000000000,10000000000000000
2022-1,io1t8f8mh4m2vhhvu0crwyl2q2s5vvtlatcnhmwva,401,6,7,7083473294448465804200000,1681190524642436700000000,10000000000000000
2022-1,io1yjs2cx4x4auhpj2y57a4x532h94xnla38redjw,46,5,3,270223284759000000000,245000000000000000000,10000000000000000
2022-1,io1ymr7ehwzhnhjr4e2ely2p2nwttnsnudgljt9vu,1400,7,4,74211720941493725500000,9469019732247092100000,10000000000000000
2022-1,io156vd6kcepghdsjfy2crexwwtctu4uwmq05pqj9,1713,8,10,79791584447590097799000,10000000000000000000000,10000000000000000
2022-1,io1jw2wemhpaexrf44nxnhvwq3w4358k4z7466ts6,27,5,6,3197671902665259696000,1950000000000000000000,10000000000000000
2022-1,io1vgw87hhujmgxltqt3wzufdqdafkxtydq78jref,162,6,3,38515066198124580400000,3951000000000000000000,10000000000000000
2022-1,io1eee8lzfp4ykq6t2ypvnunk2y4ukwf3jzmdgrwu,88,5,1,4363731937000000000000,393000000000000000000,10000000000000000
2022-1,io18zf8glkvfs5l20tkc4n88dgxa5065x056h9h89,15,7,4,5999419000000000000,1000000000000000000,10000000000000000
2022-1,io165d92y5av7zlhjwnvdn77xnw6m0vrun33pfpxy,3307,5,3,1706051879000000000000,175000000000000000000,10000000000000000
2022-1,io147l8du4f7vsjysl0jjupxu6ac58h76n02fdnu2,3837,5,1,25546732050868154352000,5600000000000000000000,10000000000000000
2022-1,io140yw9lnu66enaweh2zkmdls58nn3ytpnw4h2tm,104,6,7,9713833925000000000000,900000000000000000000,10000000000000000
2022-1,io1nlnj68qthguc65y9ac5c0uyt97ntky2faklcgf,338,5,2,1761115587000000000000,1276187400000000000000,10000000000000000
2022-1,io1d250npvg9e4ttg8wn7p870hmxza4quhryfh9am,160,5,3,15072059208444127332000,4711585713977478300000,10000000000000000
2022-1,io1x3yg6sky2vmd3vvwrjqg3az3lrs0ve702jmr9p,167,5,4,205859632256861304300000,22633346084986000000000,10000000000000000
2022-1,io18rjdlnq3ztsq23657xat5n4lm2875x9qwz7xsk,15,5,3,1022439379000000000000,505000000000000000000,10000000000000000
2022-1,io1z9uljt2a69r8sk3qkky8delr067e7rdv6qcjuy,105,7,5,56946188847630126030000,22500000000000000000000,10000000000000000
2022-1,io142kzs7ec0jtkut3pcg8wa853k9cp3u3ve0fg9m,26,11,1,280010130000000000000000,130000000000000000000000,10000000000000000
2022-1,io1fwtw6qs6fge9leegvuxgtrtkryundep3rtzpmh,156,6,4,19047146325468624949000,16600000000000000000000,10000000000000000
2022-1,io1yu89q9nk8e06jd0eghcgv5wwq4qyr4q0sn382y,123,6,3,7150744864138344500000,1900000000000000000000,10000000000000000
2022-1,io100hhkm2qzdxc5sxdx0anlwk7srp25zycrn6dq0,94,5,4,2107639959159759770000,483557778386586570000,10000000000000000
2022-1,io13q356nfr3tmhzjd3el9g8455mmrn4ej3hrzr78,91,8,7,15867963817000000000000,2850000000000000000000,10000000000000000
2022-1,io1srl5e7f3r3zrzkrfav0ycpxzlkr2qxeyn902ux,41,5,4,840416105000000000000,750000000000000000000,10000000000000000
2022-1,io1zed57g89lm6rn86q9stu940tyhe45ntn2vnmzf,171,9,11,30289736022457850760000,6343487300000000000000,10000000000000000
2022-1,io1uur9466xmsygylctyhrx8wphjgfekzknqhrds5,53,5,4,159971873000000000000,40000000000000000000,10000000000000000
2022-1,io17f25td3lsax6lzn4rhx4tqcsmfnxyt9ek485ke,133,6,6,8044137671423574281643,2550000000000000000000,10000000000000000
2022-1,io1dncg4t93deqzrnaz2nxfdz7gznk5tukpe2rdyh,49,6,4,752335617000000000000,445000000000000000000,10000000000000000
2022-1,io1c0cy6pj8q22avaped8pxuh2ywd5ux5xx3pguy9,40,5,5,304187750509049990000000,130500000000000000000000,10000000000000000
2022-1,io1c7632wefszqykf9p2mjcaqfly5muvq2s2wst9y,172,7,4,147966280148397901299465,22000000000000000000000,10000000000000000
2022-1,io105h9fscxdz97z6r8e7wgt6rv5skjvk625lyn06,967,5,6,28359703724796055880000,20769000000000000000000,10000000000000000
2022-1,io1dgy5mmqxxnw2hk3gyp8chcx8364zg5g5xhd28u,211,7,7,27334217661857212204128,3575000000000000000000,10000000000000000
2022-1,io1svqgj08tm8xvvvfzut7cxe36jl6tcrpwnzrwax,213,7,3,6851783980056269127000,1000000000000000000000,10000000000000000
2022-1,io1dettqgye8ewjt8j5rk00cmf5afdaj73e8jg3ta,463,5,3,15352430540000000000000,11850000000000000000000,10000000000000000
2022-1,io1yj8muh4a2gaype0jag6jqqy9nss9x73vknc5cn,704,5,4,18815171446617837756513,5985000000000000000000,10000000000000000
2022-1,io18pz9jlptwh59zrvgj5tn4hwz3hvet7j98fryt9,134,8,3,3317847869115298936060,1000000000000000000000,10000000000000000
2022-1,io1lwut26d65j559hd90p8rrvrr5jffzl003afpyk,29,5,4,143935913884529727000000,32064000000000000000000,10000000000000000
2022-1,io10mjw4kxcpdp7wahkj32ke0vayqvnz2ae5jampp,1055,5,3,2684017587000000000000,750000000000000000000,10000000000000000
2022-1,io1vu7z9n59a3m0sugvrrhl4lfcvu0a2mt36aczks,35,5,3,5795971453961073890000,944000000000000000000,10000000000000000
2022-1,io10fm2qz7rrhykd3563p8qwl7vfg9qedln56rhnv,116,8,2,324382140000000000000,214000000000000000000,10000000000000000
2022-1,io1drrw2vgwqlj88ml06n7484jjq7rsctkc3gthuc,113,6,6,111587289294179389200000,50000000000000000000000,10000000000000000
2022-1,io1qmejagcrdsw296l8suvlydcsugys6jfnd8v2d8,34,5,2,96595259596772087282,15000000000000000000,10000000000000000
2022-1,io1vqw45w8n83j0jkapa59damd2xz8ejhmj5a3v9s,666,5,4,13713290342578332467624000,3480000000000000000000000,10000000000000000
2022-1,io14tsqs0v3k809xrm8hts6ym50p08e6329nnwsle,12,5,0,21815121088000000000000,12400000000000000000000,10000000000000000
2022-1,io1lm0x0c6hxqddgt5nkkkvhhwnh0gq8hfw8ghtdn,227,11,10,53133616916442799410000,8900000000000000000000,10000000000000000
2022-1,io14fp678q7ddgcqz4z78sv9gx7cysf4nfw62zvrh,478,5,5,6545119842728864970000,1500000000000000000000,10000000000000000
2022-1,io1rkfvuxkztn03j59qyzkmjzjdeuptsekmtvl6xe,23,5,4,901501438000000000000,700000000000000000000,10000000000000000
2022-1,io1xtfcjy2etudg5k9wuf0ulle9q8pklzdrrm5n7g,251,5,3,778535363000000000000,500000000000000000000,10000000000000000
2022-1,io15lf9837xaxewvpud2s2hlfewsylr4gkznw2v35,58,6,4,11662319425329362530000,3943488800360000000000,10000000000000000
2022-1,io1kr2vtrnd78ma9vvrl72e8dwwllvsnt98te8ly2,42,5,3,577823843061965607103,270000000000000000000,10000000000000000
2022-1,io18fu4j97cp6mjeqe40aergyw0jwwg983k5auts9,203,5,3,7183526283270412901000,1200000000000000000000,10000000000000000
2022-1,io1gaddzhlgdjna4v6uazewku50xltrtk3el6u73c,91,6,4,8452500046839732290000,2306250724415865600000,10000000000000000
2022-1,io18ueyz3d0239rfncvwvyv2v8akycqxtdy8eefeq,5052,1047,3,19817056297264844291640000,11587395920000000000000000,10000000000000000
2022-1,io1tn6z985phf70epk3s4ausly4047wgdwjmnydns,124,7,4,2816893765000000000000,1175000000000000000000,10000000000000000
2022-1,io1rn5utg4ax5rs3ndq97exnt2rgrl5yt3tjywlm4,914,274,183,2866112208371800000000000,1035599712752690000000000,10000000000000000
2022-1,io1vyy8cslurkzvyzzt5m4na66ulajmnv29zyx7yd,14,5,2,29542335000000000000,15000000000000000000,10000000000000000
2022-1,io1u0l25yup7vw23nnsuh7m3vwfzhgvsu7tk0u0x9,8,5,3,649695130022759520000,251702035191277940000,10000000000000000
2022-1,io1lvemm43lz6np0hzcqlpk0kpxxww623z5hs4mwu,177,177,1,1242461538408000000000,300000000000000000000,3692307692000000000
2022-1,io1ecgvz9g75qrlz7q67y7ztxsd677g2pzgfutaa9,531,6,4,2494485257437800634887,770135327130778470000,14793000000000000
2022-1,io15tey6eqrcn53aug93zt8y9qskce5gnypchc5sl,14333,8,14,469164340639000000000000,23500000000000000000000,10000000000000000
2022-1,io146vmj5ws8nlt7uuaz2w4k5tvc47y79dzqewwrt,1751,6,2,10672838609046973330000,6300000000000000000000,10000000000000000
2022-1,io1gf862fdv3yde82a34qx220jvkpjsgfeues6aut,1192,12,12,6227054461061931189600000,250000000000000000000000,10000000000000000
2022-1,io1hl5v22jf6zk978d0r8nvn3ckrdrhxtedqh5utz,134,5,3,53016380560000000000000,4074963300000000000000,10000000000000000
2022-1,io1d97vlywzmxe9j3gv5rt0f898pcmyprw9ztxx4j,59,16,1,7115587929000000000000,500000000000000000000,10000000000000000
2022-1,io1007n0thqfqmvmy8vnmy32rndmmt98hut996ptm,131,6,3,4836136399512000000000,1600000000000000000000,10000000000000000
2022-1,io14l7h880vg5cgjp0n7tynj49jw5nvh5c7a2g5kr,12,5,2,53546918935928776700000,50000000000000000000000,10000000000000000
2022-1,io16tr85lzfr5c3pkxgcppwyj0va3xtter9vtausr,12,5,1,538058162000000000000,480000000000000000000,10000000000000000
2022-1,io1rxlq5rsetcudrthhgjgqqld7cntt3anwn7n40u,989,10,7,3107430934000000000000,1850000000000000000000,10000000000000000
2022-1,io1xra9hc47yqzd4dpc9mdtdnc05l83k2ztj0cjrl,78,9,1,808203239000000000000,750000000000000000000,10000000000000000
2022-1,io10362gre3z75ej5np2gzh7dzz47h9a2pt9wf0z4,84,29,81,135362063781090000000000,50000000000000000000000,10000000000000000
2022-1,io155cc9ts0zmvtyk9reqklju0csfn47jn0j78556,729,7,4,447209748759184648360000,25000000000000000000000,10000000000000000
2022-1,io1ntc6qtktklfkeuc85vkf8hx24830f7tvjc8ym4,1133,9,6,31968784386268932270000,5851422187918260700000,10000000000000000
2022-1,io15x30y98gjc9rkj32rw2xj5rn9alut4yagf2p0w,115,9,3,7548742820571986514371,1200000000000000000000,10000000000000000
2022-1,io199u36ffjuhrt5qtqvk2wpaudrtuu09kapgm73v,11,5,1,492384759000000000000,340000000000000000000,10000000000000000
2022-1,io1jmsa2etmcjd7scadk8w54gzajzl54qt8n8sefk,3761,11,8,973960249405391985690596,99000000000000000000000,10000000000000000
2022-1,io1uu3e7xdwazad3td3agmn5uh75jxxan8cgh48hm,73,5,3,85830379402000000000000,30000000000000000000000,10000000000000000
2022-1,io1rrffr36e4m382ux8j2gd2e7gwjt6zm6vz94q4v,84,6,3,40426679043156406900000,10000000000000000000000,10000000000000000
2022-1,io14klhnqfdq74jaylpct3822jrfrrtemx7z0ntc6,2169,7,11,14525183223153624060000,2350000000000000000000,10000000000000000
2022-1,io16fz46myr3v6zw3lcdlgqkn6605xzum7zev5t3a,75,6,3,4895621176305248473000,1200000000000000000000,10000000000000000
2022-1,io17e054wqyj8acmvhv68luv0nhjfsm7zek3a3clj,23,8,2,1147710499480954444032983,397900000000000000000000,10026756560940966983
2022-1,io1az7dq5af22zjj2tza768glajqdpshr8jc0m965,37,7,2,260231004875882660000000,90000000000000000000000,10000000000000000
2022-1,io1ctsdrc6jwz4835v5tlax08paqmwyp85g8lm3x7,34,5,2,926449401000000000000,750000000000000000000,10000000000000000
2022-1,io1dz5feen4cadegrpmwxf37r9vrajnj72y7feggj,519,5,11,17911363854000000000000,2972000000000000000000,10000000000000000
2022-1,io19ycfa4c96t4x9ukkvy5hgv9n036pehrwv2wf0w,1031,6,3,20775481511510000000000,2000000000000000000000,10000000000000000
2022-1,io1adnjv4aqg4q8njglfvgzzmy4xzc63uzmw7dt98,80,9,3,33532642350361699500000,23438000000000000000000,10000000000000000
2022-1,io17mjyt8dwnaxva9fgqqmu9uwwemsuuww3c4tk2r,136,6,5,313314695565000000000000,20000000000000000000000,10000000000000000
2022-1,io13ax7f8ejhtzelfm788xt2wyuzupfufc8hdw5he,102,5,3,5531108171154126830000000,2582104334621941900000000,10000000000000000
2022-1,io1n5wlsg5udu3msn9dr40rfvztkm69vn8cca8jg5,59,8,3,94022890604887123523,18215222793726620453,10000000000000000
2022-1,io1tf6cdaw2age9uuj0rngl6sa9mvly56tqw8uus5,21,5,0,17743770100000000000,13000000000000000000,100000000000
2022-1,io1whwalvz9crcw7ukegrlfxklndemnavzmyl92t9,35,5,1,607920189062000000000,550000000000000000000,10000000000000000
2022-1,io1rw7y9ajlfx3wlkp7afyux6vt6ddw8c8vqvf4vr,90,5,2,379982831564413936637,295997126813128390000,10000000000000000
2022-1,io1hpnf95k8nysxthlmfyfx7ejv4h8t2xk9wsjevp,127,5,4,13209491027090938076000,11670880800000000000000,10000000000000000
2022-1,io1084r57gyuv49ca3ftj7ndwkqtpfnq2ur88jrgu,1565,7,5,13244164213776837950000,1300000000000000000000,10000000000000000
2022-1,io10qkc5sz906j9rrr49tpaw4pvtyzhqdlt3h0ryu,575,5,2,4193421928982550585000,1494358946592480600000,10000000000000000
2022-1,io1e3jsup8g038asewznch4x3rn6dxqxv0kwzla89,17,5,3,5925259072220000000000,5830000000000000000000,10000000000000000
2022-1,io10rzzp9cm2wl8un2fpk8xnzu557a2tm4u8fwtke,128,7,2,9526603480000000000000,2254000000000000000000,10000000000000000
2022-1,io17zd3crdqtr84dqwpkeekrj6jdjzh28wacpapun,30,5,4,8334492728000000000000,5100000000000000000000,10000000000000000
2022-1,io14w2xxg6pk5868vskmugwxh8ezauwsutssqxaus,233,8,4,11381037012962506290000,2000000000000000000000,10000000000000000
2022-1,io1kc4rsf9mfszkgnq6flla2npx52fa82vqye9kmz,1052,5,2,4999401448967831280000,1900000000000000000000,10000000000000000
2022-1,io173n2t7h8ewl22xnf7e3hspm3xl30g2nga0e2nw,57,5,3,49105787692000000000000,39000000000000000000000,10000000000000000
2022-1,io1ukznqct7k7feewkjl0stu3mfq4sv0tvm27sk6x,34,5,3,12188602327000000000000,3000000000000000000000,10000000000000000
2022-1,io1eqpfldajde5rqdf7jdu9256pgfu7unq6r76x57,250,5,4,20630591900000000000000,1000000000000000000000,10000000000000000
2022-1,io13jkn5xn8vvqju7zjanff9jnf9avc0yzy7xvyzl,407,15,13,267137200305018633220000,10000000000000000000000,10000000000000000
2022-1,io1fsv4enypw6uzmhmegw0qn4uscm0ydn4r86g62v,204,6,9,152185576785991302400000,17033851113301747000000,10000000000000000
2022-1,io1gmfkf464c25v45pkgqtamzd2gcr24tf685x9p8,1073,5,2,688414697780704869585,180000000000000000000,10000000000000000
2022-1,io14fsc53m9r84c85cnmdllpvffhh3zw3x08uqfhh,1823,5,4,7053058384147251527003,1000000000000000000000,10000000000000000
2022-1,io1ahf6vgqau7tdm7l6a9u8ux5af27u9kkhrad654,186,5,5,259018545000000000000,134000000000000000000,14793000000000000
2022-1,io1ml7q2fgygfs0twxyc8ydyjy20vjphj53zg8hd2,76,5,4,18776942602870555200000,8000000000000000000000,10000000000000000
2022-1,io1sehqhw6at0qxx4ee0gxk309jfkgya8mkehcw9l,25,5,1,39416295926000000000000,30000000000000000000000,10000000000000000
2022-1,io1g3maktnlta7n7ktk89qlvu09ewn95nup9v8jqq,101,9,4,427139087478217473489,137476648585439590000,10000000000000000
2022-1,io1lwc9nuu3gz3jm65s7u4ylwwyuf34pxq27dfq89,136,5,3,43409083158967711381768,1451719843919548900000,354913764855041768
2022-1,io1mst2khx0q34lsm82h453mgeq00j0hzn7l4xsce,32,5,5,123372167796000000000000,40220000000000000000000,10000000000000000
2022-1,io15c4hmla0e6djulphctrqyk99c9dyn88l2ahkqh,76,5,4,2646107462014947430000,870000000000000000000,10000000000000000
2022-1,io1djr03sz7gwx3zanraeg0wsy2wp9mzs5fz39p7m,81,6,4,8679117951378742680000,2900000000000000000000,10000000000000000
2022-1,io12lugzggdfex69frrl5dtl09l5fujyrv7pwwj49,478,5,2,6206621530998247622573,2336000000000000000000,10000000000000000
2022-1,io1w2qxy7sc46g4m5nu7z4cjfa4zk48veducvdxdz,194,6,5,16794085503850088440000,10641000000000000000000,10000000000000000
2022-1,io1rckd7h68wdec0l7ta67jjsxk535vypg35efn9m,121,5,5,4186056939000000000000,1594000000000000000000,10000000000000000
2022-1,io1zy0ptcsx2sdzfekvsx4lkruy037ywgkdx6xqfy,108,7,2,9853889734000000000000,2641000000000000000000,10000000000000000
2022-1,io19edhcd45xs8gz2e0g7gq02c49fqcm3ad2zjxqn,78,5,2,4590723085000000000000,1300000000000000000000,10000000000000000
2022-1,io1dhf355nwu0wmc7lg3zmjnfz9d9wqx9yw3eg7rf,2167,153,0,355419649000000000000,209553000000000000,10000000000000000
2022-1,io144qdsn6ddnsjcay3mqxug79a0nj7jwtyrkfkfs,128,5,5,788371551000000000000,230000000000000000000,10000000000000000
2022-1,io14fv92xucrkmdaf9kd4dawqw9vg5zezl6pq5yn9,490,22,6,167890165834790731770000,40000000000000000000000,10000000000000000
2022-1,io1t8tt2jryhk8py5jevgtwmyd3zv470ah2edc506,183,10,8,60902775765968863221258,6000000000000000000000,10000000000000000
2022-1,io1fgglkvhavsl9cm4g6cxjm8gecr06eky5wvcjy2,7731,12,2,7651200217000000000000,2070163200000000000000,10000000000000000
2022-1,io19wf58p350qgmljtf9lvhl8vpkm6tvnctkvg8vr,16,6,1,17074548000000000000,5000000000000000000,10000000000000000
2022-1,io15epkdqd395zfn2pgqduq2l7dd2umkxe6c2t5wj,536,70,80,142189361100000000000000,17297000000000000000000,2000000000000
2022-1,io1hfts24s7fc2qjn23c78e4trqcw9rxqs5eu0g9q,230,6,2,11415784956842927002460,3000000000000000000000,10000000000000000
2022-1,io18nt0ycr7x38ak23lgsdv5ygph7yp44wgdgrhhw,117,7,3,25840154995038509590000,5900000000000000000000,10000000000000000
2022-1,io1tufyxkpt4pgsfqu8zke500cnlaxqgz7thg4slk,12,6,1,145880000000000000000,40000000000000000000,10000000000000000
2022-1,io1zp8sj6g4mar7cmkaugmtd4hkn60ddkhxr2m4lg,73,5,3,41586177896289730300000,29439877935789863000000,39145000000000000
2022-1,io1qp00xg6a0x864a7k68l3wm7l9zggk5wv3wwtem,157,39,26,37932655117432655240513,5303127472960200000000,895058421
2022-1,io1zzjusex57a0dcflur54weehs8wqvznpyytf8vd,470,7,5,1755214874771200193000,300000000000000000000,10000000000000000
2022-1,io1uc09nwz9rvqc7qsjxy96gjtpc4rd6wv22xqx5a,15,6,2,3104934617000000000000,1100000000000000000000,0
2022-1,io15quxj48pavrahaluy0l8ffkrrt2yq0pv66yyjx,40,5,2,205267089787307547300000,54700000000000000000000,10000000000000000
2022-1,io1dvkpwnzm84k5nfwvssrswar57cvksvczfv2paq,1510,9,9,2597366024814990000000000,65000000000000000000000,10000000000000000
2022-1,io1f2ha7wqyljd0j3zu8j6caaf2fhztfser5nqluv,86,10,10,6897704393918149026092,1300000000000000000000,10000000000000000
2022-1,io1qvpsefwcgae9x4jqwuk8jpvmpsvkujt0xqknar,1216,8,6,46185556902522583370000,5465000000000000000000,10000000000000000
2022-1,io1akkwrej3hgxjadn5edj5p5wqa7a7f3vu3lx7e5,132,5,4,16213073407683069861121,3284777274034256100000,10000000000000000
2022-1,io1aflyzxv4w5pdhc4rnpteyzl0w5vcxt59vdrpjf,359,7,5,1336277844000000000000,570000000000000000000,10000000000000000
2022-1,io1zaxftqt3w4qvvuvmwqafmlcjty0uadqu9djmy8,4367,6,5,35173544740337354539105,5487309554107129300000,10000000000000000
2022-1,io1xhmuvrxh4pjkncfmmxur4uvpkxs2zmtpehp489,665,9,10,138187714715887927624355,21551949465375985000000,10000000000000000
2022-1,io1c2vx3s3ph0c7dgzcave6kg397mg2wr5kfs7gmq,26,11,1,8208130000000000000000,1344000000000000000000,10000000000000000
2022-1,io1k7j6la2hfpsnfvacnj0ksxan4vgnuddtqyzv53,16,7,6,1396523774632917830682,307071250406467760000,4131401151790899
2022-1,io1f5c2yq3p28vusxk4zcy2w5xg745xzn4rk34v0g,13,6,14,1865008746665136800000,1657000000000000000000,10000000000000000
2022-1,io17yveaek69j4wj3un54r48vca5jc4alanak4f4j,44,5,3,516118653982000000000,208560349810000000000,10000000000000000
2022-1,io1ynnldlv2vexq0fd3dwkytmu6z6z3zpnh6cnhkf,8,5,0,2000000040000000000000000,687500000000000000000000,10000000000000000
2022-1,io1hv5ewj4srp55ume69t7mn6vs4ry6p7thuu5970,167,7,4,70663337960093865900000,21600000000000000000000,10000000000000000
2022-1,io1gwdjh0u8lcvjqqunzgzxnrnnrammfcmps6cjh9,1215,13,7,218639818884242419589729,24089320253450288000000,10000000000000000
2022-1,io1u55hggfx6z9lgfvf7c7n8dpuce50dnwg7tryr6,949,5,3,18126577295000000000000,3950000000000000000000,10000000000000000
2022-1,io1kq8z649rkv2gnc73p5p6a8lwvyj8dul6c4f4hf,161,6,3,329311859455957422622,50847271067770167000,10000000000000000
2022-1,io1vdsh2z4eez5qs6qh6vsrg023pae5ryac760j99,169,10,5,10906711660514615990000,1200000000000000000000,10000000000000000
2022-1,io1mxunnfc2kwh9smw3th7ep7hlfv2kmj4tj29lys,86,5,4,346778055967628420258,126856263252937770000,39181736205014
2022-1,io156k3gqm7jlfhhn650nh5hemm87apraej6aezcn,40,6,5,33574177727767787900000,28000000000000000000000,10000000000000000
2022-1,io157dwezujd8eytv4xrdcvz42sqlar5sl8p2a3l7,65,5,1,2865819622000000000000,750000000000000000000,10000000000000000
2022-1,io1envljlf25z859tu2e5ru997zyu0qer57vhnpqq,71,5,4,2994083609007319590000,800000000000000000000,10000000000000000
2022-1,io1eay7wxl258tkrdkdmssvzwqwsw9ayydvjykg8n,48,8,4,2685762619321582638000,900000000000000000000,10000000000000000
2022-1,io1fumefd60n4vu2ae6wfezjkn28uxve9e2fh6flg,179,9,5,22489539146095123140000,6325000000000000000000,10000000000000000
2022-1,io1devpxmql0nxrnjus9qawnk8yq39hlhke536x77,16,6,2,6746505569000000000000,4537000000000000000000,10000000000000000
2022-1,io1q3e6m9ucs4ck4huuka0fz5g0em2p0u5t5uff67,764,14,9,2106334291061221267300000,60000000000000000000000,10000000000000000
2022-1,io1r8mv5mkrx23gkjk8r7zszd9as2fp964aw93tfl,181,5,5,93021046711932000000000,20000000000000000000000,10000000000000000
2022-1,io1pavp5xp5mkjv4qevxk5md2fk274ysuy4qq2rxd,15,5,3,142635754117000000000000,111750000000000000000000,10000000000000000
2022-1,io1u9n0a78ve9q2mgcn97a76ntljmrnk2h27qwhqm,1741,6,3,24372255202369484200000,14565000000000000000000,10000000000000000
2022-1,io1x0y253htz8293s6hpgc9dh8g72z994n08nczrt,75,6,4,5621212826378668920000,1213828933778366000000,10000000000000000
2022-1,io1dkmdqeag2734lajau5wmagf9ruwpsuzr4nwruv,269,6,1,4002138758000000000000,3750000000000000000000,10000000000000000
2022-1,io157mxslsswl9a6khc043tkjj3y8evsh4hgl4w4c,109,9,5,976394188757608723822,350000000000000000000,10000000000000000
2022-1,io1tfm4l2tk7669xz94v33hjxuf4ctdvefn5ghjkf,279,5,3,6120300843855480950000,4900000000000000000000,10000000000000000
